input_ville,input_pays,input_aeroport,climat_details,hebergement_moyen_eur_nuit,periode_recommandee,prix_vol_par_mois,tags
St Petersburg,Russia,Paris (CDG),"Les étés à Saint-Pétersbourg (juin-août) sont agréables et partiellement nuageux, avec des températures moyennes maximales de 23°C en juillet et minimales de 12°C. Les hivers (décembre-février) sont longs, glaciaux, neigeux et couverts, avec des températures variant généralement de -10°C à -3°C, rarement inférieures à -22°C. Le printemps (mars-mai) est tardif, avec des températures autour de 10-15°C en mai, et l'automne (septembre-novembre) est frais.",45,"Juin à Septembre, notamment fin juin à mi-août pour les activités estivales et les nuits blanches.","[550, 500, 600, 680, 750, 950, 1050, 980, 800, 700, 650, 720]","[""culture"", ""histoire"", ""musées"", ""canaux"", ""architecture"", ""palais"", ""nuits blanches""]"
Caye Caulker,Belize,Paris (CDG),"Caye Caulker bénéficie d'un climat tropical humide de mousson, avec des températures chaudes et constantes tout au long de l'année, oscillant généralement entre 27°C et 30°C en journée. La saison sèche s'étend de décembre à mai, offrant un temps agréable et ensoleillé avec des précipitations sporadiques de courte durée. La saison des pluies va de juin à novembre, avec des précipitations plus importantes, particulièrement en octobre. La saison des ouragans s'étend de juin à novembre.",125,Décembre à Mai,"[750, 850, 900, 950, 1000, 1100, 1300, 1150, 1000, 900, 800, 950]","[""plage"", ""plongée"", ""détente"", ""îles caraïbes"", ""Go Slow""]"
Fort Lauderdale,United States,Paris (CDG),"Le climat de Fort Lauderdale est généralement chaud. Les températures moyennes mensuelles varient entre 24°C et 33°C pendant la journée. La saison des pluies, avec des précipitations importantes, s'étend de juin à septembre. La saison des ouragans dure de début juin à fin novembre.",170,Janvier à Mai et Octobre à Décembre,"[550, 490, 650, 700, 750, 850, 950, 880, 600, 620, 480, 520]","[""Plages"", ""Canaux"", ""Croisières"", ""Everglades"", ""Shopping""]"
Abu Dhabi,United Arab Emirates,Paris (CDG),"Climat subtropical aride. Hivers (nov-mars) tempérés (20-28°C le jour, 10-15°C la nuit) avec rares pluies. Étés (mai-sept) très chauds et humides (jusqu'à 50°C).",280,De novembre à mars (hivers doux et ensoleillés),"[300, 320, 380, 420, 250, 400, 500, 450, 350, 380, 320, 400]","[""Culture"", ""Luxe"", ""Désert"", ""Plages"", ""Architecture"", ""Modernité"", ""Shopping"", ""Famille""]"
Casablanca,Morocco,Paris (CDG),"Casablanca bénéficie d'un climat méditerranéen tempéré par l'océan Atlantique. Les étés (juin à septembre) sont chauds et secs avec des températures moyennes autour de 24-26°C. Les hivers (décembre à février) sont doux et relativement humides, avec des températures moyennes de 17-19°C. Les mois de mai, septembre et octobre offrent un temps très agréable avec des températures douces et moins de précipitations.",84,Avril à juin et septembre à octobre,"[204, 180, 150, 250, 300, 350, 444, 471, 320, 280, 220, 250]","[""Culture"", ""Architecture"", ""Plages""]"
Meknes,Morocco,Paris (CDG),"Climat subtropical avec des hivers doux et assez pluvieux, et des étés chauds et ensoleillés. Les printemps et automnes sont très agréables pour explorer la ville.",59,Avril à Mai et Septembre à Novembre,"[80, 75, 70, 100, 120, 150, 200, 220, 110, 130, 90, 100]","[""Ville impériale"", ""Patrimoine UNESCO"", ""Médina"", ""Architecture"", ""Artisanat""]"
Gold Coast,Australia,Paris (CDG),"Climat subtropical ensoleillé toute l'année. Les étés (décembre-février) sont chauds et humides avec des averses possibles, tandis que les hivers (juin-août) sont doux, secs et ensoleillés. Le printemps et l'automne offrent un temps très agréable.",175,Printemps (septembre à novembre) et automne (mars à mai) pour un temps agréable; décembre à février pour les activités balnéaires et une ambiance animée.,"[1200, 1150, 950, 1050, 1050, 1100, 1100, 1100, 1050, 1100, 1150, 1250]","[""Plages"", ""Parcs à thème"", ""Surf"", ""Nature & Faune"", ""Vie nocturne""]"
Rarotonga,Cook Islands,Paris (CDG),"Climat tropical tempéré par les alizés. La saison sèche et agréable s'étend d'avril à octobre, avec des températures moyennes de 18°C à 27°C. La saison humide et plus chaude, de novembre à mars, est caractérisée par des pluies tropicales, une humidité élevée et un risque occasionnel de cyclones, avec des températures variant de 21°C à 30°C.",120,Avril à Octobre,"[2400, 2000, 2300, 2100, 1962, 2150, 2780, 2850, 2750, 2650, 2550, 2300]","[""Plage"", ""Snorkeling"", ""Culture"", ""Randonnée"", ""Sports nautiques"", ""Détente"", ""Nature"", ""Gastronomie""]"
Funafuti,Tuvalu,Paris (CDG),"Climat tropical humide toute l'année (type forêt tropicale), avec des températures stables autour de 27-30°C. Fortes précipitations même en saison « sèche ». La saison des cyclones s'étend généralement de novembre à mi-mai, avec une probabilité plus élevée de fin décembre à début avril. Septembre est généralement le mois le moins pluvieux.",80,"Mai à Octobre (saison sèche relative, moins de risques de cyclones)","[3300, 3400, 3600, 3800, 3800, 3900, 3700, 3700, 3600, 3800, 3910, 3326]","[""Île tropicale"", ""Loin du tourisme de masse"", ""Plages paradisiaques"", ""Culture polynésienne"", ""Plongée"", ""Destination isolée"", ""Sensibilisation au changement climatique""]"
Playa del Carmen,Mexico,Paris (CDG),"Playa del Carmen bénéficie d'un climat tropical chaud toute l'année, avec des températures moyennes oscillant entre 28°C et 31°C. La saison sèche s'étend de novembre à avril, offrant des journées ensoleillées et agréables. La saison humide, de mai à octobre, est caractérisée par des averses plus fréquentes et une atmosphère chaude et humide. La température de l'eau est propice à la baignade toute l'année (25-31°C). Des vents frais appelés ""Norte"" peuvent survenir en hiver (décembre à mi-mars), abaissant occasionnellement les températures nocturnes et matinales.",150,"Novembre à avril, avec mars comme mois idéal pour profiter d'une météo favorable avec peu de pluie.","[650, 700, 680, 700, 650, 600, 750, 760, 600, 760, 850, 780]","[""plages"", ""activités nautiques"", ""culture maya"", ""vie nocturne"", ""climat tropical""]"
Sharm El Sheikh,Egypt,Paris (CDG),Climat désertique subtropical avec des hivers doux et ensoleillés (20-25°C) et des étés très chauds (plus de 40°C). Les précipitations sont très rares toute l'année.,75,Mars à Mai et Septembre à Novembre,"[200, 250, 250, 350, 350, 350, 500, 550, 300, 300, 250, 250]","[""Plongée"", ""Snorkeling"", ""Safari désert"", ""Plages"", ""Parc National""]"
Ayers Rock,Australia,Paris (CDG),"Ayers Rock (Uluru) bénéficie d'un climat désertique aride, caractérisé par des étés très chauds et des hivers doux la journée mais froids la nuit. Les températures moyennes estivales (décembre à février) varient entre 37°C et 40°C, pouvant atteindre 45°C, voire 50°C, les mois de janvier et février étant les plus chauds. Les hivers (juin à août) offrent des températures diurnes agréables autour de 18°C à 20°C, mais les nuits peuvent descendre en dessous de zéro avec des gelées fréquentes. Les précipitations sont faibles, en moyenne entre 308mm et 401mm par an, se produisant principalement sous forme d'orages sporadiques d'octobre à mars, janvier étant le mois le plus humide. L'indice UV est très élevé toute l'année.",250,"De mai à octobre, avec une préférence pour les mois d'août à octobre pour des conditions climatiques optimales. Les mois d'avril et de mai sont également considérés comme idéaux.","[1500, 1450, 1400, 1800, 2000, 2100, 2050, 2150, 2400, 2500, 1700, 1600]","[""désertique"", ""culture aborigène"", ""randonnée"", ""lever et coucher de soleil"", ""nature"", ""Outback""]"
Moorea,French Polynesia,Paris (CDG),"La meilleure période pour voyager à Moorea est la saison sèche, de mai à octobre, caractérisée par une faible humidité, moins de précipitations et des températures agréables (autour de 24-28°C) avec beaucoup de soleil. La saison humide s'étend de novembre à avril, avec des températures plus élevées (jusqu'à 29°C en mars) et des précipitations plus importantes.",280,Mai à Octobre,"[1650, 1700, 1550, 1900, 1600, 1750, 2400, 2600, 2200, 2000, 1800, 1950]","[""Polynésie française"", ""Île tropicale"", ""Plage"", ""Lagon"", ""Saison sèche"", ""Activités nautiques"", ""Randonnée""]"
Salzburg,Austria,Paris (CDG),"Climat continental modéré, hivers froids et neigeux, étés confortables mais pluvieux. Températures variant généralement de -4°C à 24°C, avec des précipitations plus importantes en été.",180,Juin à Septembre,"[260, 200, 183, 210, 240, 260, 280, 294, 270, 220, 190, 250]","[""Culture"", ""Mozart"", ""Baroque"", ""Patrimoine UNESCO"", ""Châteaux"", ""Musique classique"", ""Vieille ville"", ""Alpin""]"
Turin,Italy,Paris (CDG),"Climat continental avec des étés chauds et des hivers froids. Le printemps (mars à juin) et l'automne (septembre à novembre) sont doux, mais peuvent être pluvieux.",110,Avril à Octobre,"[75, 70, 60, 80, 100, 120, 150, 150, 100, 80, 60, 60]","[""Culture"", ""Histoire"", ""Musées"", ""Gastronomie"", ""Architecture"", ""Palais"", ""Art"", ""Alpes""]"
Lugano,Switzerland,Paris (CDG),"Climat tempéré avec des hivers doux (moyenne de 4°C en janvier) mais non glaciaux, et des étés chauds et ensoleillés (moyenne de 22-26°C en juillet/août). La brise du lac atténue les températures estivales. La région bénéficie de plus de 2000 heures d'ensoleillement annuel, mais des orages peuvent survenir en été et en mai.",204,Mai à Septembre,"[250, 250, 280, 300, 350, 380, 400, 380, 350, 300, 280, 232]","[""Lac"", ""Montagnes"", ""Culture"", ""Randonnée"", ""Shopping"", ""Gastronomie"", ""Parcs"", ""Musées"", ""Dolce Vita""]"
Goa,India,Paris (CDG),"Goa bénéficie d'un climat tropical, chaud et humide la majeure partie de l'année. La saison sèche et ensoleillée s'étend de la mi-octobre à la mi-mai. La saison de la mousson, caractérisée par des pluies abondantes et une forte humidité, dure de juin à septembre. Mai est généralement le mois le plus chaud, avec des températures dépassant les 35°C.",60,"De novembre à mars est la meilleure période pour voyager à Goa, avec des températures agréables et un temps ensoleillé. Les mois de décembre et janvier offrent un climat idéal avec des températures entre 20 et 30°C.","[800, 750, 700, 750, 650, 400, 500, 1000, 550, 650, 850, 900]","[""Plages"", ""Culture"", ""Fête"", ""Détente"", ""Nature""]"
Islamabad,Pakistan,Paris (CDG),"Islamabad jouit d'un climat subtropical humide avec quatre saisons distinctes. Le printemps (mars-avril) et l'automne (octobre-novembre) sont agréables avec des températures douces et un ciel souvent dégagé. Les étés (mai-août) sont chauds à très chauds (juin est le mois le plus chaud, avec des moyennes souvent supérieures à 37°C) et humides, marqués par la mousson indienne en juillet et août avec de fortes pluies et orages. Les hivers (novembre-février) sont froids, surtout la nuit (janvier est le plus froid, pouvant descendre sous 4°C), et peuvent être brumeux et assez pluvieux.",40,Mars à Mai et Octobre à Novembre,"[650, 600, 600, 680, 750, 820, 880, 950, 500, 580, 700, 650]","[""culture"", ""nature"", ""histoire"", ""architecture"", ""montagnes"", ""gastronomie""]"
Fortaleza,Brazil,Paris (CDG),"Climat tropical, chaud et humide toute l'année (25-32°C). Saison sèche d'août à décembre avec peu de pluie et des vents modérés de l'océan. Saison des pluies de janvier à juillet, plus intenses de mars à mai. Décembre est le mois le plus chaud (max 31°C), juillet le plus 'frais' (min 24°C).",45,Août à Décembre (saison sèche),"[1000, 950, 900, 900, 850, 950, 1200, 1100, 750, 800, 950, 1100]","[""plages"", ""culture"", ""vie nocturne"", ""sports nautiques"", ""gastronomie"", ""nature"", ""aventure"", ""détente"", ""marchés artisanaux""]"
Antofagasta,Chile,Paris (CDG),"Antofagasta bénéficie d'un climat subtropical désertique et aride. Les hivers (de juin à septembre) sont caractérisés par des températures fraîches, un ciel nuageux, des brouillards et des brumes, tandis que les étés (de décembre à mars) sont assez chauds et ensoleillés. Il ne pleut presque jamais, avec des précipitations annuelles moyennes de seulement 0 à 1,7 mm. Les températures maximales moyennes varient de 17°C en juillet à 24°C en février.",75,"Le climat est agréable toute l'année à Antofagasta, mais la météo est vraiment idéale de janvier à mai, en novembre et en décembre. Pour la baignade, les mois de janvier à mai et décembre offrent une température de l'eau plus agréable.","[1200, 1150, 1100, 1050, 1000, 1050, 1150, 1300, 1100, 1050, 950, 1250]","[""désert d'Atacama"", ""ville portuaire"", ""climat aride"", ""plages"", ""astronomie"", ""tourisme minier""]"
Bariloche,Argentina,Paris (CDG),"Le climat de San Carlos de Bariloche est subocéanique, caractérisé par des hivers froids, parfois glaciaux et neigeux, et des étés doux et ensoleillés. Les températures moyennes varient de 2,6 °C en juillet à 15,1 °C en janvier, avec des maximales pouvant atteindre 24 °C en janvier. Les mois les plus pluvieux sont mai, juin et juillet.",60,"Décembre à Mars (pour l'été austral et les activités de plein air), ou Juillet-Août (pour le ski).","[1400, 1450, 1200, 950, 1050, 1100, 1400, 1450, 1150, 1100, 1300, 1350]","[""randonnée"", ""ski"", ""sports nautiques"", ""chocolat"", ""gastronomie"", ""road-trip"", ""nature"", ""lacs"", ""montagnes""]"
Quebec City,Canada,Paris (CDG),Climat continental humide. Étés confortables et pluvieux (températures moyennes de 16°C à 25°C en juillet). Hivers glaciaux et enneigés (températures moyennes de -19°C à -1°C). Automne frais et coloré. Printemps en transition.,140,"Juin à Septembre (été, plein air), fin Septembre à début Octobre (été indien), Décembre à Mars (hiver, sports de neige)","[378, 378, 378, 378, 418, 450, 550, 550, 418, 418, 453, 451]","[""Vieux-Québec"", ""Nature"", ""Activités hivernales"", ""Été indien"", ""Gastronomie""]"
Zion National Park,United States,Paris (CDG),"Zion National Park bénéficie d'un climat semi-aride et sec. Les étés sont très chauds et dégagés (température moyenne de 23.9°C en juillet, pouvant dépasser 38°C), tandis que les hivers sont très froids et partiellement nuageux (température moyenne de -1.5°C en janvier). La température annuelle varie généralement de -2°C à 36°C.",180,Printemps (Mars à Mai) et Automne (Septembre à Novembre) pour des températures clémentes et moins de foule. L'été (Juin à Septembre) est très chaud mais idéal pour les activités estivales.,"[550, 600, 750, 800, 900, 1000, 1100, 950, 700, 850, 780, 1050]","[""Randonnée"", ""Nature"", ""Paysages désertiques"", ""Parc national"", ""Ouest américain"", ""Aventures""]"
